,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
1368,Kinlaw,689,Spain,Female,31,4,0,2,1,1,136610,0
1369,Chizuoke,652,Germany,Male,50,8,125437,1,1,1,17160,1
1370,Lucciano,769,France,Female,26,7,0,2,1,0,176843,0
1371,Omeokachie,611,France,Female,43,8,64897,1,1,0,114996,0
1372,Gorbunova,489,France,Male,38,8,0,2,0,1,196990,0
1373,Tikhonov,528,Germany,Female,46,9,135555,1,1,0,133146,1
1374,Campa,632,France,Male,44,3,107764,1,1,0,185667,0
1375,Mancini,429,France,Female,27,6,117307,2,1,1,24020,0
1376,Donoghue,457,France,Male,41,8,73700,3,1,1,185750,1
1377,Tuan,768,Spain,Female,44,6,60603,1,1,1,178045,0
1378,Johnstone,715,Spain,Female,35,4,40169,2,1,1,199857,0
1379,Romani,668,Germany,Female,32,10,92041,1,1,1,43595,0
1380,Fuller,625,Germany,Male,26,3,130483,1,1,0,122810,0
1381,Baxter,846,France,Female,41,5,97245,3,1,0,3440,1
1382,Pirozzi,661,Spain,Female,42,3,0,2,1,0,35989,0
1383,Sung,571,France,Female,37,10,151097,1,0,1,17163,0
1384,Rogers,582,Spain,Female,46,8,67563,1,1,0,44506,1
1385,Mills,716,France,Female,35,8,112808,1,0,1,17848,0
1386,Osonduagwuike,758,France,Female,42,7,0,2,0,1,76209,0
1387,Byrne,725,France,Male,66,4,86459,1,1,1,141476,0
1388,McIntyre,630,France,Female,40,0,118633,1,0,1,60032,1
1389,Aitken,627,France,Female,55,2,159441,1,1,0,100686,1
1390,Macintyre,653,France,Female,27,9,0,1,1,0,96429,0
1391,Simpson,775,Germany,Female,38,4,125212,2,1,1,15795,1
1392,Simpson,794,Spain,Male,45,8,88656,2,1,0,116547,0
1393,Metcalfe,831,France,Female,32,2,146033,1,1,0,191260,0
1394,Lees,561,France,Male,29,9,120268,1,1,1,173870,0
1395,Zetticci,705,France,Male,46,7,0,2,1,0,117273,0
1396,Dale,636,Spain,Female,33,0,0,1,1,0,92277,1
1397,Byrne,487,Germany,Female,46,4,135070,2,1,1,44244,1
1398,Praed,693,France,Female,38,3,0,2,0,0,78133,1
1399,Laurens,517,Spain,Female,29,5,0,2,1,0,103402,0
1400,Woods,684,France,Female,27,9,122550,2,0,1,137835,0
1401,Bykov,620,Spain,Female,43,2,0,2,1,0,20670,0
1402,Vorobyova,757,France,Male,29,8,130306,1,1,0,77469,0
1403,Pirogova,739,France,Female,27,6,0,1,1,1,57572,0
1404,Sturt,662,Spain,Female,41,4,90350,1,1,0,75884,1
1405,Panicucci,359,France,Female,44,6,128747,1,1,0,146955,1
1406,Cook,572,Spain,Male,23,2,126873,1,0,1,67040,0
1407,Hardy,721,France,Male,69,2,108424,1,1,1,178418,0
1408,Chu,707,France,Male,32,9,0,2,0,0,30807,0
1409,Franklin,444,France,Female,40,5,84350,1,1,0,143835,0
1410,P'eng,523,France,Female,37,7,0,2,0,0,130883,1
1411,Chiang,685,Germany,Male,30,4,97245,2,0,1,194343,0
1412,Grant,673,Germany,Female,29,4,99097,1,1,1,9796,0
1413,Udobata,503,Germany,Male,30,10,136622,2,0,0,47310,0
1414,Siciliani,485,Germany,Female,30,5,156771,1,1,1,141148,0
1415,Evans,799,Germany,Male,28,7,167658,2,1,1,111138,0
1416,Young,585,Spain,Female,33,8,0,2,1,0,114182,0
1417,Mitchell,607,Germany,Female,24,2,109483,2,0,1,127560,0
1418,Lucchese,521,Germany,Male,40,9,134504,1,1,0,18082,0
1419,Hewitt,535,France,Female,44,5,114427,1,1,1,136330,0
1420,K'ung,724,Spain,Male,45,5,83888,1,0,1,34121,0
1421,Swaim,520,Germany,Male,32,5,110029,1,1,0,56246,0
1422,Quinones,696,Spain,Male,41,9,127523,1,0,1,191417,0
1423,Kennedy,657,France,Male,30,1,139762,2,1,1,23317,0
1424,Endrizzi,603,Spain,Female,42,8,91611,1,0,0,144675,1
1425,Ludowici,726,France,Female,42,2,109471,1,0,1,175161,0
1426,Larson,591,France,Female,39,4,150500,1,1,0,14928,0
1427,Chigolum,792,Germany,Female,59,9,101609,1,0,0,161479,1
1428,Maclean,550,France,Male,57,5,0,1,1,1,133501,0
1429,Lu,601,France,Female,26,8,78892,1,1,1,23703,0
1430,Tuan,820,France,Female,37,3,82344,1,0,1,115985,0
1432,Landman,573,Spain,Female,44,4,0,1,1,1,94862,0
1433,Trevisano,755,France,Male,62,1,127706,2,0,1,142377,0
1435,No information avilable,598,Spain,Male,44,8,0,2,1,0,148487,0
1436,Muir,576,Germany,Male,28,1,119336,2,0,1,58976,0
1437,Alexeyeva,670,France,Female,31,9,0,1,0,1,76254,0
1438,Norman,504,Germany,Male,56,9,104217,1,0,0,55857,1
1439,Simmons,778,France,Female,37,7,0,1,1,1,77867,0
1440,Chukwualuka,558,Germany,Male,39,10,144757,1,1,0,22878,1
1441,McCall,627,Spain,Male,44,6,0,1,1,1,114469,0
1442,Moore,683,France,Male,43,8,0,1,1,0,96754,0
1443,Ingram,556,France,Female,43,6,0,3,0,0,125154,1
1444,Okeke,583,France,Female,38,10,0,2,0,1,113597,0
1445,Shao,705,France,Female,24,7,100169,1,1,0,121408,0
1446,Iloabuchi,637,France,Male,33,2,145731,1,0,1,109219,0
1447,Nebechukwu,697,Spain,Male,56,5,110802,1,1,1,50230,1
1448,Diribe,555,Germany,Female,46,4,120392,1,1,0,177719,1
1449,Macgroarty,594,Germany,Female,26,6,135067,2,0,0,131211,0
1450,Artemova,632,Spain,Female,31,3,136556,1,1,0,82152,1
1451,McDonald,551,France,Female,38,10,0,2,1,1,216,0
1452,Mazzanti,687,France,Female,35,3,99587,1,1,1,1713,1
1453,Kelly,672,France,Female,53,7,0,1,1,1,136910,0
1454,Davison,521,Spain,Female,34,7,97245,1,1,1,20243,1
1455,Reilly,686,Germany,Male,35,2,109342,2,0,1,86043,0
1456,Ojiofor,639,Spain,Male,28,8,0,2,1,0,126561,0
1457,Shelton,850,France,Male,66,4,0,2,0,1,64350,0
1458,Lange,465,France,Male,25,2,78247,2,1,1,10472,0
1459,Trentini,817,France,Female,55,10,117561,1,1,0,95941,1
1460,Gardiner,578,France,Male,23,10,88980,1,1,1,125222,0
1461,Wan,611,Spain,Male,34,4,0,2,1,0,170950,0
1462,Hsu,616,Germany,Female,41,1,103560,1,1,0,236,1
1463,Hovell,517,France,Male,37,5,113308,1,0,1,31517,0
1464,Zhirov,637,Spain,Female,40,6,0,2,1,1,181610,0
1465,Espinosa,806,France,Female,32,3,63763,1,1,0,156593,0
1466,Wallace,633,France,Female,29,7,169988,1,1,0,4272,0
1468,Ozerova,691,France,Male,52,3,0,1,1,0,175843,1
1469,Wright,819,Germany,Female,49,1,120656,4,0,0,166164,1
1470,Ulyanova,568,Germany,Female,31,1,61592,1,1,1,61796,0
1471,Steiner,806,France,Male,48,4,164701,1,1,1,21439,0
1472,Akabueze,726,Spain,Female,26,1,80780,1,1,1,19225,0
1473,Aleksandrova,552,France,Male,36,8,0,2,0,0,132547,0
1474,Pinto,755,Germany,Female,30,6,154221,2,0,1,62688,0
1475,Griffiths,634,France,Male,26,8,0,1,1,0,21760,0
1476,McNeil,756,France,Female,26,5,101641,2,0,1,154460,0
1477,Bruno,776,France,Male,37,2,0,1,0,1,8065,0
1478,Johnson,649,France,Female,45,5,92786,1,1,0,173365,1
1479,Okorie,595,Germany,Male,32,8,131081,2,1,1,69428,0
1480,Moen,646,France,Male,30,5,98014,1,1,1,12757,0
1481,McGuigan,592,Spain,Male,38,8,0,2,1,0,180426,0
1482,Fancher,574,France,Male,26,8,97460,1,1,1,43093,0
1483,Matthews,850,France,Male,36,1,104077,2,0,1,68594,0
1484,Kaeppel,850,Spain,Female,29,1,0,2,1,1,197996,0
1485,Shih,475,France,Female,46,10,0,2,0,0,122953,1
1487,Akabueze,710,Spain,Female,51,4,93656,1,0,1,141400,1
1488,Kornilova,596,Spain,Male,30,6,121345,4,1,0,41921,1
1489,Ozioma,609,France,Female,39,8,141675,1,0,1,175664,0
1490,Su,797,Spain,Female,31,8,0,2,1,0,117916,0
1491,Jamison,504,Germany,Female,43,7,102365,1,1,0,194690,1
1492,Esposito,735,Spain,Male,50,9,0,1,0,0,166677,1
1493,Hardiman,680,Spain,Female,30,3,0,1,1,0,160131,0
1494,Woodard,449,France,Male,52,6,0,2,0,1,123622,0
1495,Chienezie,685,Germany,Male,57,7,101868,1,0,1,113483,0
1496,Okwuadigbo,569,Spain,Male,38,8,0,2,0,0,79618,0
1497,Chineze,631,France,Male,35,9,112392,2,1,0,24472,0
1498,O'Brien,595,Germany,Female,25,7,97245,2,0,1,177025,0
1499,Tao,461,France,Female,28,8,0,1,1,1,103349,0
1500,Mao,630,France,Male,50,1,81947,1,0,1,63606,1
1501,Buckland,661,France,Female,31,7,144162,2,1,1,14490,0
1502,Flannery,796,Germany,Male,39,5,86350,2,0,0,105080,0
1503,Jamieson,710,France,Male,47,5,158623,1,0,0,83499,1
1504,Swift,741,France,Male,32,8,0,2,1,0,143598,0
1505,Doherty,606,Germany,Male,48,4,132403,1,0,0,36091,1
1506,Payne,747,France,Male,27,10,0,2,0,0,13007,0
1507,Genovese,549,Germany,Female,43,3,134985,1,1,0,6101,0
1508,Lucciano,576,France,Male,36,6,0,2,1,1,48314,0
1510,Hsing,535,France,Male,33,2,133040,1,1,1,110299,0
1511,Vincent,575,Spain,Female,37,0,0,2,0,0,30114,0
1512,Pearce,656,France,Male,39,10,0,2,1,1,98894,0
1513,Lamb,440,France,Male,42,2,0,2,1,0,49826,0
1514,Riley,539,Spain,Male,38,8,71460,2,1,1,10074,0
1515,Honore,850,Spain,Male,39,6,133214,1,0,1,20769,0
1516,Blackburn,646,France,Female,37,7,96558,1,0,0,163427,0
1517,Endrizzi,744,France,Male,54,6,93806,2,0,1,140068,0
1518,Duncan,710,Spain,Female,37,8,0,2,0,0,83206,0
1519,Macarthur,544,France,Female,64,3,124043,1,1,1,111402,1
1520,Gould,723,Germany,Male,52,5,131694,1,0,1,92873,1
1521,Medvedev,507,Spain,Female,29,6,0,2,0,1,94780,0
1522,Sholes,787,France,Female,35,1,106266,1,1,1,16607,0
1523,Shaw,598,Spain,Male,41,8,0,2,1,1,161954,0
1524,Ts'ai,796,France,Female,51,6,0,2,0,1,194733,0
1525,Rolon,569,Spain,Female,41,4,139840,1,1,1,163524,0
1526,Reid,711,France,Male,34,8,0,2,0,0,48260,0
1527,Chinwendu,661,Germany,Male,35,8,124098,1,1,0,86678,0
1528,Fu,415,France,Male,32,5,145807,1,1,1,3064,0
1529,Mackenzie,578,Spain,Male,23,8,0,2,1,0,112124,0
1530,Bligh,611,France,Female,37,2,107508,2,1,1,120801,0
1531,Davidson,600,France,Female,28,6,0,2,0,1,52193,0
1532,Lamble,661,Germany,Female,32,1,145980,1,0,1,56636,0
1533,Moore,850,France,Female,37,3,212778,1,0,1,69372,0
1534,Jose,573,Germany,Female,47,4,97245,1,0,1,164038,1
1535,Trevisani,764,Spain,Female,33,9,168964,1,0,1,118982,0
1536,Schofield,838,France,Female,34,8,0,2,1,0,27472,0
1537,Stewart,821,France,Female,28,8,0,1,1,1,36754,0
1538,Jamieson,607,Spain,Female,36,4,98266,1,1,1,46416,0
1539,Howard,558,France,Male,38,8,113000,1,1,1,152872,0
1540,Onwuamaeze,530,Germany,Male,23,1,137060,1,1,1,165227,0
1541,D'Albertis,654,Germany,Male,37,5,112146,1,1,0,75927,0
1542,Brooks,530,France,Female,33,4,129307,1,1,1,172930,0
1543,Gordon,656,Spain,Male,69,6,163975,1,1,1,36108,0
1544,Nwachukwu,520,Spain,Male,43,7,0,2,1,1,36202,0
1545,Chinweike,602,Germany,Female,42,6,158414,1,1,1,131886,0
1546,Simpkinson,701,Germany,Female,48,1,92072,1,1,1,133992,0
1547,Walker,653,Spain,Female,30,2,88243,2,1,1,96658,0
1548,Diribe,668,Spain,Male,25,8,0,1,1,1,135112,0
1550,Conway,639,Spain,Female,54,2,0,2,1,1,53843,0
1551,Maslow,730,Spain,Male,52,7,0,2,0,1,122398,0
1552,Clark,780,France,Male,34,1,0,1,1,1,64804,0
1553,No information avilable,592,France,Female,38,8,119278,2,0,1,19370,0
1554,Swadling,628,France,Male,34,4,158741,2,1,1,126192,0
1555,Gallo,658,France,Female,40,7,140596,1,0,1,135459,1
1556,Onyemachukwu,850,Spain,Female,29,10,0,2,1,1,94815,0
1557,Samoylova,515,France,Male,37,2,90432,1,1,1,188366,1
1558,Dickson,571,France,Female,35,1,104783,2,0,1,178512,0
1559,He,760,Germany,Male,42,0,77992,2,1,1,97906,0
1560,P'an,720,Germany,Female,43,10,110822,1,0,0,72861,0
1561,Leak,632,Germany,Male,42,4,119624,2,1,1,195978,0
1562,Artemieva,694,Germany,Male,31,6,109052,2,1,1,19448,1
1564,Warner,773,Germany,Female,42,8,152324,2,1,0,171733,0
1565,Kennedy,581,France,Male,38,1,0,2,1,0,46176,0
1566,Ifeatu,524,Germany,Female,37,9,127480,2,1,0,179634,0
1567,Evans,713,France,Male,53,6,115029,1,0,0,191521,1
1568,Chu,676,France,Male,40,8,114005,1,1,1,67998,0
1569,Hsueh,651,Germany,Female,42,1,116646,1,1,0,44731,1
1570,Shih,717,Spain,Female,37,1,110864,2,1,1,124532,1
1571,Fan,594,France,Male,23,5,156267,1,1,0,160968,0
1572,Whiddon,716,France,Female,44,3,109528,1,1,0,27341,1
1573,Onyekachukwu,668,France,Female,35,6,102482,1,1,1,53994,0
1574,Ermakova,678,Germany,Male,23,10,115563,1,1,1,91633,0
1575,Marino,545,France,Male,23,2,0,2,1,0,189613,0
1576,Niu,613,France,Female,40,9,95624,2,1,1,60706,0
1577,Manna,687,Spain,Female,21,8,0,2,1,1,154767,0
1578,Onyemere,715,France,Male,28,7,160376,1,0,0,196853,0
1579,Archer,618,Germany,Male,41,8,37702,1,1,1,195775,0
1580,Mitchell,721,France,Female,35,6,118273,1,0,1,3086,0
1581,Everingham,445,Germany,Female,34,7,131082,2,1,1,70618,0
1582,Huie,690,France,Male,38,1,94456,2,0,1,55034,0
1583,Crowther,709,France,Female,43,8,0,2,0,0,168035,1
1584,Swift,671,Spain,Female,42,3,0,2,1,1,128449,0
1585,Skelton,538,France,Male,33,6,93791,1,1,1,199249,0
1586,White,735,France,Female,33,4,0,2,1,0,149474,0
1587,Giordano,592,France,Female,37,7,0,2,1,1,126726,0
1588,Bateson,747,France,Male,61,7,97245,1,0,1,147554,0
1589,Hu,675,Germany,Male,36,7,89409,1,1,1,149399,0
1590,Day,632,Spain,Female,39,5,97854,2,1,0,93536,0
1591,Beneventi,621,France,Male,39,6,0,2,1,1,58883,0
1592,Elizabeth,521,Spain,Male,29,3,60280,1,1,0,154271,0
1593,Atkins,591,Spain,Male,36,7,135216,1,1,1,122022,0
1594,Serrano,706,Germany,Female,28,6,124923,2,1,1,50299,0
1595,Willis,677,France,Male,38,4,0,2,1,0,187800,0
1596,Stevenson,769,Germany,Male,27,7,188614,1,1,0,171344,0
1597,Ch'ien,771,France,Male,32,5,62321,1,1,1,40920,0
1598,Cunningham,601,Germany,Female,48,8,120782,1,1,0,63940,1
1599,Stephens,670,France,Female,42,1,115961,2,0,1,29483,0
1600,Gordon,517,France,Male,28,2,115062,1,1,0,179056,0
1601,Bevan,834,France,Female,49,8,160602,2,1,0,129273,0
1603,Tu,576,Germany,Female,36,8,166287,1,1,1,23305,0
1604,Milanesi,718,France,Female,31,1,152663,1,0,1,17128,0
1605,Romano,636,Germany,Female,31,5,80844,2,1,1,74641,0
1606,Goliwe,566,Germany,Female,40,2,97001,2,1,0,154486,0
1607,Hsueh,711,France,Male,64,4,0,2,1,1,3185,0
1608,Gray,574,France,Female,39,2,122524,2,1,0,88463,0
1609,Wright,619,France,Female,35,8,132292,1,1,0,65682,0
1610,Chiemeka,588,France,Female,24,0,0,2,1,1,140586,0
1611,Chung,760,Germany,Female,49,9,91502,1,1,0,117232,1
1612,Pinto,665,France,Male,52,3,0,1,1,0,116137,1
1613,Kellway,739,Germany,Male,29,3,59385,2,1,1,105533,0
1614,Sopuluchi,641,France,Male,77,9,0,3,1,1,81514,0
1615,Spitzer,685,Germany,Female,21,6,97956,1,1,1,164966,0
1616,Potter,594,France,Female,49,4,0,2,1,1,23631,0
1617,Matthews,557,Spain,Female,40,4,0,2,0,1,105433,0
1618,Nicholls,697,France,Male,27,8,141223,2,1,0,90591,0
1619,McDonald,656,France,Male,18,10,151762,1,0,1,127014,0
1620,Fiorentini,712,Germany,Male,37,1,141749,2,0,1,90905,0
1621,Kovalyova,689,Spain,Male,38,5,75075,1,1,1,8651,1
1622,Miah,697,France,Female,25,4,97245,2,1,0,15467,0
1623,Builder,589,France,Male,38,2,0,1,1,0,79915,0
1624,Baddeley,525,Spain,Female,25,10,0,2,1,0,69361,0
1625,Hu,680,France,Male,44,3,0,2,1,0,86935,0
1626,No information avilable,617,France,Female,28,0,0,2,1,1,7597,1
1627,Ford,680,France,Male,32,5,92961,1,1,0,116957,0
1628,Todd,662,Spain,Female,30,9,0,2,0,1,157884,0
1629,Johnston,736,Germany,Male,46,5,130812,1,1,1,77981,1
1630,Obiajulu,657,Germany,Male,57,8,107174,1,1,1,126369,1
1631,Azubuike,350,Spain,Male,54,1,152677,1,1,1,191973,1
1633,Farmer,562,France,Male,35,7,0,1,0,0,48869,0
1634,Ignatieff,705,Spain,Female,23,5,0,2,1,1,73131,0
1635,Lu,516,France,Female,33,7,127305,1,1,1,120037,0
1636,Artemiev,573,France,Female,37,6,0,2,1,0,193995,0
1637,Okonkwo,538,Spain,Female,31,0,0,2,0,0,179453,0
1638,Dore,699,France,Male,39,9,0,1,1,0,80963,0
1639,T'ang,504,Germany,Male,32,8,170291,2,0,1,15658,0
1640,Ashbolt,583,Spain,Male,47,5,102562,1,1,0,92708,0
1641,Bazarova,712,France,Male,53,2,111061,2,0,0,26542,0
1642,Buccho,626,Spain,Male,62,3,0,1,1,1,65010,0
1643,Burn,631,France,Female,34,4,124379,1,1,0,106892,0
1644,Andreyev,663,France,Female,37,7,0,1,1,1,185210,0
1645,Endrizzi,506,Germany,Female,41,3,57745,1,1,0,4035,0
1647,Nock,703,France,Female,45,7,0,2,1,1,68831,0
1648,Okeke,698,Germany,Female,40,8,150777,1,1,0,114732,0
1649,Cunningham,731,Spain,Male,41,4,0,2,1,0,22299,0
1650,Kelley,625,France,Male,34,6,0,2,0,0,197283,0
1651,Wilson,634,Spain,Male,31,9,97245,1,1,1,179485,1
1652,Woods,616,France,Male,59,5,153861,1,1,1,17699,0
1653,McFarland,500,France,Male,56,1,100374,1,1,0,118490,1
1654,Cisneros,446,France,Male,32,8,0,2,0,0,133292,0
1655,Borchgrevink,669,France,Female,47,9,61196,1,1,0,58170,0
1656,Rozhkova,581,Germany,Male,31,6,116891,1,1,0,107137,0
1657,Bradley,704,Germany,Female,54,6,133656,3,1,0,145071,1
1658,Obialo,748,France,Male,44,2,92911,1,0,1,85495,0
1659,Hudson,680,Spain,Female,31,9,119825,2,1,1,101139,0
1660,Veltri,655,France,Female,37,7,111852,2,1,0,10511,0
1661,Mazzanti,690,Germany,Male,32,0,106683,2,1,1,137916,0
1662,Thorpe,695,Germany,Male,40,7,139022,1,0,1,193383,0
1663,Golibe,700,Germany,Female,40,4,148571,1,1,0,189826,1
1664,Udinesi,773,France,Male,52,4,0,1,0,1,144113,0
1665,Stewart,749,France,Male,42,1,129776,2,0,1,143538,0
1666,Curtis,611,France,Female,46,5,0,1,1,0,77677,1
1667,Hayden,606,Spain,Female,46,8,0,2,1,1,183717,0
1668,No information avilable,554,France,Male,24,10,0,1,0,0,92180,0
1670,Green,559,Spain,Male,24,3,114739,1,1,0,85891,1
1671,P'eng,594,Germany,Male,41,2,122545,2,1,1,42050,0
1672,Cremonesi,513,France,Female,37,6,0,2,1,0,110142,0
1673,Liang,652,Germany,Female,26,1,131908,1,1,1,179269,0
1674,Gough,680,Germany,Female,42,7,105722,1,1,1,90558,1
1675,Bates,784,Spain,Male,33,10,0,2,1,0,162022,0
1676,Padovesi,812,Spain,Female,44,8,0,1,1,0,66926,1
1677,Yin,784,Spain,Female,40,8,0,2,1,0,108891,0
1678,Kharlamov,570,France,Female,18,4,82767,1,1,0,71811,0
1679,Nicholls,712,France,Female,42,1,87842,1,0,0,92223,0
1680,Burns,705,Spain,Male,39,6,133261,1,1,1,78065,0
1681,Fleming,681,Spain,Female,32,3,0,2,1,1,59679,0
1682,Watson,620,France,Male,41,0,97925,1,1,0,85000,0
1683,Obiajulu,711,France,Male,52,5,0,1,1,1,159808,0
1684,Han,613,France,Female,24,5,140453,1,1,0,129001,0
1685,Ferguson,613,Germany,Female,20,0,117356,1,0,0,113557,1
1686,Tao,682,Spain,Male,36,5,0,2,1,1,147758,0
1687,Le Grand,850,Spain,Male,37,4,137204,1,1,1,28865,0
1688,Valdez,601,France,Female,41,1,0,2,0,1,160607,0
1689,Cunningham,595,Spain,Male,35,8,0,1,1,0,100015,1
1690,Godfrey,675,Spain,Female,36,3,54098,2,0,1,54478,0
1692,Walker,602,France,Male,23,7,113758,2,0,0,84077,0
1693,Pirozzi,554,Spain,Female,34,8,0,1,0,1,106981,0
1694,Feng,541,France,Male,37,9,118636,1,1,1,73551,0
1695,Akabueze,506,France,Female,34,7,0,2,0,0,115842,0
1696,Robson,814,Germany,Male,44,8,95488,2,0,0,107013,0
1697,Yevdokimova,683,France,Male,30,8,110829,2,0,0,24938,0
1698,Ijendu,485,Germany,Male,51,7,144244,2,1,0,51113,0
1699,Colombo,696,Germany,Female,31,8,122021,2,1,0,33828,0
1701,Francis,792,France,Male,50,9,0,4,1,1,194700,1
1702,Marshall,686,Spain,Male,22,5,0,2,1,0,158974,0
1703,Rhodes,790,Germany,Male,42,1,85839,1,1,0,198182,0
1704,No information avilable,654,France,Female,29,4,96974,1,0,1,141404,0
1705,Bell,452,France,Male,35,4,148172,1,1,1,4175,0
1706,Kerr,719,Spain,Male,38,0,0,1,1,0,126876,0
1707,Jideofor,707,France,Female,40,5,0,2,1,0,41052,0
1708,Robertson,699,France,Female,49,2,0,1,0,0,105760,0
1709,Kao,850,Spain,Male,30,2,0,2,0,1,27937,0
1710,Palmer,828,Spain,Male,28,8,134766,1,1,0,79355,0
1711,Mackay,850,Germany,Male,30,5,123210,2,1,1,102180,0
1712,Burgmann,712,Spain,Male,47,1,139887,1,1,1,95719,0
1713,Davis,634,France,Male,44,9,97245,1,1,0,57121,0
1714,Milano,730,Germany,Male,45,6,152880,1,0,0,162478,0
1715,Dellucci,685,Germany,Male,43,9,108589,2,0,1,194808,0
1716,Coles,809,Spain,Male,33,9,0,1,1,1,124045,0
1717,Gray,707,Spain,Female,35,3,56674,1,1,0,17987,1
1718,Macvitie,648,Spain,Male,32,8,0,1,1,0,133653,0
1719,Townsend,760,Spain,Female,57,1,0,2,1,1,25101,0
1720,Pope,805,Germany,Female,33,3,105663,2,0,1,33330,0
1721,Jensen,585,France,Female,39,7,0,2,1,0,2401,0
1722,Thomson,595,Spain,Female,30,5,100683,1,1,1,178361,0
1723,Chiazagomekpele,630,France,Male,42,6,0,2,1,0,162697,0
1724,Ozuluonye,627,Germany,Male,29,5,139541,2,1,0,80607,0
1725,Wright,631,Germany,Female,37,5,121801,2,0,1,23146,0
1726,Lung,776,Germany,Male,38,5,112281,1,0,1,89893,0
1727,Lombardo,676,Spain,Female,36,4,0,2,1,1,3173,0
1728,Leonard,758,Spain,Female,40,5,93499,2,0,0,123218,0
1729,Johnston,637,France,Male,33,0,132255,2,0,1,74588,0
1730,P'eng,850,France,Female,20,7,0,2,1,0,31288,0
1731,Amechi,601,Spain,Female,44,4,0,2,1,0,58561,0
1732,Fang,735,France,Male,49,5,121973,1,1,0,148804,0
1733,Docherty,614,Germany,Male,32,7,99462,2,1,1,51117,0
1734,Horton,672,Germany,Female,21,3,165878,2,1,1,164537,0
1735,Vincent,642,France,Male,37,8,117494,1,0,0,61977,0
1736,Onio,633,Germany,Female,29,0,138577,1,1,0,193362,0
1737,Schiavone,769,Spain,Male,39,9,0,1,1,1,47722,0
1738,Chandler,796,Spain,Male,41,8,107525,1,1,0,18510,0
1739,Fiorentino,715,France,Male,23,7,139224,2,1,0,65057,0
1740,Butusov,695,France,Female,42,7,121453,1,0,0,46374,0
1741,Wang,747,France,Female,25,4,0,2,0,1,42039,0
1742,Alexeieva,584,Germany,Female,54,1,77354,1,0,0,138192,1
1743,Vinogradova,476,France,Male,40,6,0,1,1,1,22735,0
1744,Hughes,850,France,Female,39,7,79259,1,0,1,186910,0
1745,Ts'ao,529,France,Male,30,2,116295,1,1,0,75285,0
1746,Bage,584,Spain,Female,59,1,0,1,0,1,130260,1
1747,Yudina,586,Germany,Male,34,9,74309,1,1,0,15034,0
1748,Naquin,674,Germany,Male,34,2,152797,1,1,0,175709,1
1749,Endrizzi,552,France,Male,42,9,133701,2,1,0,101069,1
1750,Tang,601,Germany,Female,33,7,114430,2,1,1,153012,0
1751,Schroeder,541,France,Male,29,7,127504,1,0,0,86173,0
1752,Swearingen,744,Germany,Female,41,2,84113,1,1,0,197548,0
1753,McGregor,595,Spain,Female,23,10,101126,2,0,0,37042,0
1754,Onyeorulu,724,Germany,Male,33,5,103564,2,1,0,121085,0
1755,Clarke,533,Spain,Female,52,7,0,1,0,1,194113,1
1756,Smith,618,France,Male,37,2,168178,2,0,1,101273,0
1757,Kozlova,523,Germany,Female,39,1,143903,1,1,1,118711,1
1758,Nekrasov,642,Germany,Female,30,5,129753,1,1,0,582,0
1759,Olague,584,France,Male,35,9,0,2,1,0,192381,0
1760,Holt,521,France,Male,38,5,110641,1,0,1,136507,1
1761,Olsen,662,France,Female,36,4,166909,1,1,0,138871,1
1762,Mazzi,758,France,Female,34,1,154139,1,1,1,60728,0
1763,Niu,717,France,Male,38,7,97459,1,0,0,189175,0
1764,Graham,611,France,Male,40,1,0,2,1,1,102547,0
1765,Millar,766,Germany,Male,43,6,112088,2,1,1,36706,0
1766,Bell,636,France,Female,34,3,0,2,1,1,44756,0
1768,T'an,760,Spain,Male,28,1,141038,2,0,0,16287,0
1769,Davila,607,Germany,Male,39,2,84468,2,1,1,121945,0
1770,Willis,725,Spain,Female,36,4,118520,1,0,0,131173,1
1771,Dumetochukwu,600,France,Male,37,1,142663,1,0,1,88669,0
1772,Giles,656,Germany,Male,27,4,118627,2,1,1,160835,0
1773,O'Meara,640,Spain,Male,34,1,137523,1,0,0,24761,0
1774,Yao,439,France,Male,28,7,110976,2,1,0,138526,0
1775,Wallace,549,France,Female,38,8,107283,1,0,0,157442,0
1776,T'ien,622,France,Male,38,5,0,2,0,0,105295,0
1777,Ndubueze,715,France,Male,34,4,124314,1,0,0,97782,0
1778,Chukwuraenye,657,France,Female,41,5,95858,1,1,1,68255,0
1779,K'ung,703,France,Male,36,2,0,2,1,0,108790,0
1780,Stevenson,802,France,Male,33,8,0,2,1,0,143706,0
1781,Marshall,793,Spain,Female,36,0,0,1,0,0,148993,0
1782,Hayward,554,France,Female,35,6,117707,2,0,0,95277,1
1783,Tipton,533,Spain,Male,38,1,135289,2,0,1,152956,0
1784,Gibson,658,France,Male,36,8,174060,1,1,1,94925,0
1785,Fraser,713,Germany,Male,40,3,114446,2,1,1,87308,0
1786,Fang,711,Spain,Male,37,2,0,2,1,0,83978,1
1787,Dubinina,669,France,Male,25,1,157848,1,0,0,37543,1
1788,Morey,439,France,Female,43,8,0,1,0,1,104889,0
1789,Todd,763,Spain,Female,37,6,0,2,1,1,149705,0
1790,Forbes,697,Germany,Female,74,3,97245,2,1,1,16445,0
1791,De Salis,702,Spain,Female,35,8,14262,2,1,0,54689,0
